angel,angular_velocity,angular_acc,motor1,motor2,action
1.041529,0.8644329589800113,1.5509858116262913,0.0,0,[1.48435309]
0.9799972,-0.7687821711984367,-1.6332151301784479,0.0,1.48435309075018,[1.41597907]
0.83324593,-1.833420210769625,-1.064638039571188,0.0,1.4159790713847187,[1.46880352]
0.6232923,-2.6222187978298286,-0.7887985870602037,0.0,1.4688035226128704,[1.57384893]
0.38685614,-2.955314250804625,-0.3330954529747965,0.0,1.5738489323594265,[1.24574969]
0.16209699,-2.8075675528778286,0.1477466979267965,0.0,1.2457496901307363,[0.95964981]
-0.18440446,-4.327906076443174,-1.5203385235653455,0.0,0.9596498140223795,[0.86164584]
-0.47784162,-3.6648660177233583,0.6630400587198158,0.0,0.8616458432553634,[0.67483857]
-0.709921,-2.9002604065798843,0.764605611143474,0.0,0.6748385701522164,[0.40152805]
-0.6567799,0.6642507398279248,3.564511146407809,0.0,0.4015280474065036,[0.79890326]
-0.44456825,2.652197475573672,1.9879467357457474,0.0,0.7989032633974156,[0.71135679]
-0.09594502,4.35640516488853,1.7042076893148579,0.0,0.7113567948724234,[0.76180296]
0.30474204,5.004536338351954,0.6481311734634243,0.0,0.7618029587904009,[0.8436417]
0.5809282,3.4515794789894434,-1.552956859362511,0.0,0.8436416984320096,[1.03772757]
0.98087204,4.995521116861923,1.5439416378724795,0.0,1.0377275711934029,[1.16438975]
1.7912902,10.124744583380496,5.129223466518573,0.0,1.1643897479809817,[2.89193924]
2.7605383,12.106197048882535,1.9814524655020396,0.0,2.8919392434032822,[3.]
4.291025,19.128709183338994,7.022512134456459,0.0,3.0,[3.]
5.163285,10.897539616346956,-8.231169566992039,0.0,3.0,[3.]
7.0689588,23.811154604655595,12.91361498830864,0.0,3.0,[3.]
10.129398,38.22898530870191,14.417830704046313,0.0,3.0,999
