angel,angular_velocity,angular_acc,motor1,motor2,action
0.28937113,0.3133680943402409,0.9051044365032741,0.0,0,[1.63246296]
0.16631177,-1.5370753784257845,-1.8504434727660253,0.0,1.6324629589474793,[2.20283323]
0.06970659,-1.2072061469890718,0.32986923143671265,0.0,2.2028332325996667,[1.90566017]
-0.10424953,-2.174337007766076,-0.9671308607770044,0.0,1.9056601747266022,[2.16371825]
-0.35426682,-3.1243530957552355,-0.9500160879891593,0.0,2.163718245542994,[2.27836932]
-0.7682924,-5.174029729343202,-2.0496766335879664,0.0,2.2783693221278853,[2.39675934]
-1.2111908,-5.533926252070399,-0.3598965227271975,0.0,2.396759336313312,[2.31754826]
-1.9783652,-9.586688773093321,-4.052762521022922,0.0,2.3175482561854643,[2.3288496]
-2.763232,-9.806314585387504,-0.21962581229418277,0.0,2.328849603173581,[2.35590623]
-4.186815,-17.786002800035746,-7.979688214648242,0.0,2.3559062340082306,[2.34569246]
-6.1283326,-24.265307885993533,-6.479305085957787,0.0,2.345692462337589,[2.34194168]
-8.59896,-30.873393773815945,-6.608085887822412,0.0,2.341941678861902,[2.33940913]
-12.564928,-49.566819727232364,-18.69342595341642,0.0,2.3394091273902484,999
