angel,angular_velocity,angular_acc,motor1,motor2,action
-0.4182572,0.20187670175940325,-1.2649383803035361,0.0,0,[-1.47737789]
-0.26894653,1.8661127466901872,1.664236044930784,1.4773778915405273,0.0,[-0.54315287]
-0.22128566,0.5955094567542286,-1.2706032899359587,0.5431528687477112,0.0,[-1.11704496]
0.32276857,6.7950139060936685,6.19950444933944,1.1170449554920197,0.0,[0.39643788]
0.995005,8.40183677057353,1.6068228644798612,0.2792612388730049,0.3964378833770752,[0.61021304]
1.5533497,6.909407002439967,-1.4924297681335625,0.06981530971825123,0.610213041305542,[0.90800357]
2.1989162,8.067160243709871,1.157753241269904,0.017453827429562807,0.908003568649292,[1.96293092]
3.0490317,10.625631015883423,2.5584707721735516,0.004363456857390702,1.9629309177398682,[1.9997499]
4.2982635,15.612295186987316,4.986664171103893,0.0010908642143476754,1.9997498989105225,[1.99999928]
5.9270363,20.348520230662917,4.736225043675601,0.00027271605358691886,1.9999992847442627,[1.99999928]
7.8050113,23.463171973345965,3.114651742683048,6.817901339672972e-05,1.9999992847442627,[1.99999928]
9.307355,18.76857411775919,-4.694597855586775,1.704475334918243e-05,1.9999992847442627,[1.99999928]
10.571716,15.797046794339044,-2.971527323420146,4.261188337295607e-06,1.9999992847442627,999
