angel,angular_velocity,angular_acc,motor1,motor2,action
-1.172142,0.05362525615974837,0.4546143224918589,0.0,0,[-0.55359679]
-1.250196,-0.9748647352921033,-1.0284899914518517,0.553596787750721,0.0,[-0.53290716]
-1.0642418,2.3230037230081906,3.297868458300294,0.5329071550071239,0.0,[-0.3678188]
-0.99955374,0.8083939159193159,-1.5146098070888747,0.367818803191185,0.0,[-0.46316752]
-0.89835936,1.264802817824768,0.45640890190545225,0.4631675189733505,0.0,[-0.36443146]
-1.0410439,-1.7824957408025162,-3.0472985586272845,0.36443145632743834,0.0,[-0.57485275]
-0.9307105,1.378917924345585,3.161413665148101,0.5748527526296675,0.0,[-0.29680871]
-0.576455,4.424861597929701,3.0459436735841163,0.296808705329895,0.0,[-0.1853867]
-0.44881275,1.5887445582339448,-2.8361170396957567,0.18538670301437377,0.0,[-0.2871341]
-0.37056795,0.9779881335880252,-0.6107564246459196,0.287134096622467,0.0,[-0.24468945]
-0.13863617,2.8987698457632574,1.9207817121752322,0.24468945026397704,0.0,[-0.06507151]
0.34243417,6.012309894995292,3.113540049232035,0.07340683507919311,0.0,[0.40679897]
0.87280023,6.625672391300463,0.6133624963051707,0.01835170876979828,0.4067989730834961,[0.73835207]
1.561714,8.60663447819832,1.9809620868978568,0.00458792719244957,0.7383520746231079,[1.20212068]
2.3477752,9.82457350596719,1.217939027768871,0.0011469817981123924,1.2021206760406495,[1.5516075]
4.3422103,24.928976290662884,15.104402784695694,0.0002867454495280981,1.5516075038909913,[2.10083117]
5.816622,18.42895287365228,-6.500023417010606,7.168636238202453e-05,2.100831165313721,[2.28364195]
8.195665,29.721686240986035,11.292733367333756,1.792159059550613e-05,2.2836419486999513,[2.38654245]
10.296874,26.249409522107552,-3.472276718878483,4.480397648876533e-06,2.3865424537658693,999
