angel,angular_velocity,angular_acc,motor1,motor2,action
-0.18445256,0.5046669624618096,-0.41308252901010745,0.0,0,[3.]
-0.011354616,2.1628111911131236,1.658144228651314,0.0,3.0,[-2.55830291]
-0.16724868,-1.9474067273642421,-4.110217918477366,2.558302907555591,0.75,[3.]
-0.35871506,-2.3917139583227853,-0.4443072309585432,0.6395757268888977,3.0,[-2.56844406]
-0.57084435,-2.650994568310277,-0.2592806099874916,2.5684440608106387,0.75,[3.]
-1.1048076,-6.670511575680497,-4.01951700737022,0.6421110152026597,3.0,[-2.51983502]
-1.3862565,-3.516730418617953,3.1537811570625442,2.519835023659961,0.75,[-2.47677899]
-2.6135535,-15.33218066253254,-11.815450243914587,2.4767789936280478,0.1875,[3.]
-2.64185,-0.3535692368190566,14.978611425713483,0.6191947484070119,3.0,[-2.56576715]
-2.9748163,-4.158823371758182,-3.805254134939126,2.5657671518073686,0.75,[-2.57873739]
-3.769168,-9.922898226135024,-5.764074854376841,2.578737389531467,0.1875,[-2.51980669]
-3.8496192,-1.0052191786943117,8.917679047440712,2.5198066916087525,0.046875,[-2.60170854]
-5.0314584,-14.772784302739689,-13.767565124045378,2.6017085352367415,0.01171875,[-2.54686209]
-7.116042,-26.052585628938782,-11.279801326199093,2.546862094991071,0.0029296875,[-2.55710862]
-8.918659,-22.5195806278668,3.533005001071981,2.5571086208001748,0.000732421875,[-2.60997612]
-10.544947,-20.31226810079389,2.2073125270729115,2.60997611733243,0.00018310546875,999
