angel,angular_velocity,angular_acc,motor1,motor2,action
-1.3716707,0.6878806932640387,1.132742822523257,0.0,0,[2.82403844]
-1.4218647,-0.6111146589259797,-1.2989953521900184,0.0,2.824038436119758,[2.84070261]
-1.7714624,-4.086241058067177,-3.4751263991411974,0.0,2.8407026061761713,[2.84982767]
-1.9674288,-2.3687376799732562,1.7175033780939208,0.0,2.8498276708219397,[2.84303065]
-2.4525237,-5.641375744115698,-3.2726380641424417,0.0,2.843030651295846,[2.86771899]
-3.021701,-6.952729189601645,-1.3113534454859472,0.0,2.867718994338179,[2.97580816]
-3.823977,-9.753308599750731,-2.800579410149086,0.0,2.9758081580787503,[2.98873104]
-5.330831,-17.987164637009673,-8.233856037258942,0.0,2.988731038284302,[3.]
-7.1321564,-20.972280514750786,-2.985115877741112,0.0,3.0,[3.]
-9.806873,-32.097644157315585,-11.1253636425648,0.0,3.0,[3.]
-12.52827,-32.32267272284489,-0.22502856552930695,0.0,3.0,999
