angel,angular_velocity,angular_acc,motor1,motor2,action
-1.5334227,0.5748078165999994,0.3430682214505846,0.0,0,[-0.61324783]
-1.4134835,1.4981208773209844,0.9233130607209851,0.6132478268444539,0.0,[-0.46594695]
-1.3270063,1.0801671868299423,-0.41795369049104214,0.4659469464421273,0.0,[-0.52075814]
-1.234272,1.158993796148964,0.07882660931902175,0.5207581372559071,0.0,[-0.44437558]
-1.3397403,-1.3179344021021835,-2.4769281982511475,0.4443755784630776,0.0,[-0.65054515]
-1.6312814,-3.6413913861748792,-2.3234569840726955,0.6505451464653016,0.0,[-1.92492541]
-1.8484107,-2.7119614902430236,0.9294298959318557,1.924925413131714,0.0,[-0.28925162]
-1.7373253,1.3878162549221686,4.099777745165192,0.5774776239395142,0.0,[-2.95327195]
-1.7495822,-0.15308954468300526,-1.5409057996051738,2.953271951675415,0.0,[-0.40753013]
-2.0283675,-3.484186767181657,-3.3310972224986517,0.8859815855026244,0.0,[-2.38343891]
-3.2671685,-15.478938023570347,-11.994751256388689,2.383438911437988,0.0,[-3.]
-4.0934463,-10.322144452717795,5.156793570852551,3.0,0.0,[-3.]
-3.3133464,9.7506764730424,20.072820925760197,3.0,0.0,[2.44124928]
-3.4023685,-1.1120224438011508,-10.86269891684355,0.75,2.441249284744263,[-0.99316209]
-4.1086907,-8.82803606868068,-7.716013624879529,0.9931620919704438,0.6103123211860657,[-3.]
-5.815336,-21.322222718675068,-12.494186649994388,3.0,0.15257808029651643,[-3.]
-7.904787,-26.104001477395258,-4.78177875872019,3.0,0.03814452007412911,[-3.]
-9.833751,-24.09619823388382,2.0078032435114395,3.0,0.009536130018532277,[-3.]
-13.201812,-42.068707564026205,-17.972509330142387,3.0,0.002384032504633069,999
