angel,angular_velocity,angular_acc,motor1,motor2,action
-0.5874601,-0.0016591766550045,-2.1283980609081934,0.0,0,[-0.12342472]
-0.61602706,-0.3570032447120728,-0.3553440680570683,0.12342471599578853,0.0,[0.07477385]
-0.6256605,-0.120408558571982,0.23659468614009077,0.03085617899894713,0.0747738518714905,[0.01315557]
-0.77815,-1.905382901267301,-1.7849743426953188,0.007714044749736783,0.0747738518714905,[0.29767173]
-1.0022393,-2.8005016119516832,-0.8951187106843823,0.0019285111874341957,0.2976717281341553,[-0.86581601]
-1.1656914,-2.0418622452018726,0.7586393667498106,0.8658160117268562,0.07441793203353883,[-1.1974431]
-1.437498,-3.396887188517727,-1.3550249433158545,1.197443104982376,0.018604483008384708,[-1.21938328]
-1.419697,0.22247732392519576,3.619364512442923,1.2193832767009734,0.004651120752096177,[-1.21198193]
-1.520341,-1.2579611285939065,-1.4804384525191023,1.211981929540634,0.0011627801880240442,[-1.15989741]
-1.7578278,-2.9679411352821816,-1.709980006688275,1.1598974090814589,0.00029069504700601106,[-1.24113161]
-1.8142889,-0.7052179247418137,2.262723210540368,1.2411316108703612,7.267376175150276e-05,[-1.27784882]
-2.1160495,-3.769383342565624,-3.0641654178238102,1.2778488171100615,1.816844043787569e-05,[-2.4367618]
-2.3797379,-3.295635772008868,0.473747570556756,2.436761803627014,4.542110109468923e-06,[-3.]
-3.548226,-14.597894755654046,-11.302258983645178,3.0,1.1355275273672307e-06,[-3.]
-4.2582316,-8.873543661837534,5.724351093816512,3.0,2.8388188184180767e-07,[-3.]
-3.7900789,5.85189765903232,14.725441320869855,3.0,7.097047046045192e-08,[-3.]
-3.891703,-1.2694501279153227,-7.121347786947643,3.0,1.774261761511298e-08,[-3.]
-4.434545,-6.784866066506345,-5.515415938591023,3.0,4.435654403778245e-09,[-3.]
-6.207645,-22.15426229117514,-15.369396224668794,3.0,1.1089136009445612e-09,[-3.]
-9.535107,-41.58637067938022,-19.432108388205076,3.0,2.772284002361403e-10,[-3.]
-12.648224,-38.890705743942576,2.695664935437641,3.0,6.930710005903508e-11,999
