angel,angular_velocity,angular_acc,motor1,motor2,action
-0.6651475,1.5550766939687268,1.4059963995200142,0.0,0,[-0.04557383]
-0.42878434,2.9526150141617746,1.3975383201930478,0.045573825836181636,0.0,[0.46504784]
-0.3752413,0.6691788414149029,-2.283436172746872,0.011393456459045409,0.4650478410720825,[0.3322599]
-0.4375071,-0.7779404931056362,-1.447119334520539,0.0028483641147613523,0.33225989818573,[-0.21090987]
-0.4633179,-0.32253928269237647,0.4554012104132597,0.21090986847877502,0.0830649745464325,[-0.10017073]
-0.31196833,1.8912571167247128,2.213796399417089,0.10017072677612304,0.020766243636608124,[0.31224508]
-0.06239633,3.1178316926788585,1.2265745759541458,0.02504268169403076,0.31224507570266724,[0.7388388]
0.16976872,2.9009938763897662,-0.21683781628909227,0.00626067042350769,0.7388387966156006,[0.88000453]
0.1859009,0.20153827136959618,-2.69945560502017,0.0015651676058769225,0.8800045299530029,[0.59024203]
0.4228962,2.9601328594486103,2.758594588079014,0.00039129190146923063,0.5902420330047607,[0.68968869]
0.6518786,2.799655298061507,-0.16047756138710323,9.782297536730766e-05,0.6896886873245239,[1.04170239]
1.1755239,6.542335646838045,3.742680348776538,2.4455743841826915e-05,1.0417023944854735,[1.30798102]
2.0927699,11.465346549406796,4.923010902568751,6.113935960456729e-06,1.3079810190200805,[1.43170298]
2.904696,9.934928539546119,-1.5304180098606768,1.5284839901141822e-06,1.4317029762268065,[1.70242966]
3.8976882,12.406719730233721,2.4717911906876022,3.8212099752854554e-07,1.7024296569824218,[1.55164373]
5.4871893,19.867302998787135,7.460583268553414,9.553024938213639e-08,1.5516437339782714,[1.35045422]
7.4932632,25.06967237536797,5.202369376580833,2.3882562345534096e-08,1.3504542160034179,[1.54293311]
10.360957,35.82154716700171,10.751874791633742,5.970640586383524e-09,1.5429331111907958,999
