angel,angular_velocity,angular_acc,motor1,motor2,action
-0.39082184,1.6649358143829394,0.465392255187109,0.0,0,[0.07367069]
-0.53663313,-1.7018738434138942,-3.366809657796834,0.0,0.07367069079277533,[-2.63478769]
-0.4813043,0.6912363057969892,2.3931101492108837,2.634787685730505,0.018417672698193832,[-2.03919953]
-0.4978487,-0.20650795918185147,-0.8977442649788407,2.0391995329949975,0.004604418174548458,[-1.12728623]
-0.3962594,1.269054217459547,1.4755621766413984,1.1272862260202325,0.0011511045436371145,[-0.54955381]
-0.013681657,4.779932902399428,3.5108786849398808,0.5495538074943331,0.0002877761359092786,[-1.1329771]
0.47195905,6.066175726061992,1.2862428236625645,1.1329771044058026,7.194403397731966e-05,[2.14277983]
1.270356,9.978604100241366,3.912428374179374,0.28324427610145064,2.1427798333185315,[2.22177592]
1.8419771,7.142460289088287,-2.836143811153079,0.07081106902536266,2.221775916108604,[2.24090513]
3.0728323,15.377318476023675,8.234858186935387,0.017702767256340665,2.2409051263925885,[2.16453058]
3.7192013,8.075408302777024,-7.30191017324665,0.004425691814085166,2.164530579490846,[2.115779]
4.802353,13.528602313199052,5.453194010422028,0.0011064229535212916,2.1157790033136954,[2.12352236]
6.0914435,16.10366580094832,2.5750634877492686,0.0002766057383803229,2.1235223572714412,[2.11929328]
8.428955,29.214568794436133,13.110902993487812,6.915143459508072e-05,2.1192932767123764,[2.03733458]
11.331183,36.272375929319566,7.057807134883433,1.728785864877018e-05,2.03733457583012,999
