ep,ep_reward,time
1,-454.0258264918609,6.986424922943115
2,-564.6928776076583,4.450746297836304
3,-357.14608764700074,1.8750858306884766
4,-432.0921114712287,1.3814740180969238
5,-573.9381052142322,1.5464744567871094
6,-553.5604925732891,1.5348832607269287
7,-570.9862498289166,1.937814474105835
8,-432.57661878807846,1.9459078311920166
9,-406.1875958904501,1.5283966064453125
10,-468.6480755012126,1.6967649459838867
11,-580.8593096224629,1.688661813735962
12,-306.722724292036,2.177370071411133
13,-400.59278621897556,1.9351005554199219
14,-398.29921313677795,2.417222738265991
