ep,ep_reward,time
481,-240.88054197235,7.060260534286499
482,-366.3663149074317,2.4060275554656982
483,-394.4001504116927,1.9070789813995361
484,-435.0361510048232,1.7266857624053955
485,-301.2350509166523,1.5588183403015137
486,-243.44774500570122,1.4745585918426514
487,-233.52250791578535,1.4718587398529053
488,-474.49471563751786,1.5358285903930664
489,-368.527105842573,1.4527997970581055
490,-405.35598101841407,1.926943302154541
491,-368.4649348740211,1.5315349102020264
492,-383.3986670751605,1.5329833030700684
493,-343.6421690899633,1.5420944690704346
494,-413.30983808961753,1.4513850212097168
495,-409.37269994708527,1.536428451538086
496,-399.28731506022314,1.6131412982940674
497,-293.71657512804313,1.2908008098602295
498,-405.5808220426313,1.3026702404022217
499,-283.48101767013,1.4594249725341797
500,-423.6037278844394,1.5390472412109375
501,-399.911695223946,1.5397276878356934
502,-286.83197121837367,1.5359742641448975
503,-193.7118783691165,1.457428216934204
504,-382.93148880597835,1.3775897026062012
