ep,ep_reward,time
66,-464.00864342165784,6.849304437637329
67,-495.5277015030282,1.8853178024291992
68,-919.501390320848,2.3744473457336426
69,-231.31619521758876,1.734405755996704
70,-299.18436197228834,1.8858275413513184
71,-638.200254189227,2.057312250137329
72,-1936.9030700036037,2.360673189163208
73,-1684.8558337542318,2.2126989364624023
74,-1945.5536842790436,2.0520546436309814
75,-52.790840410552704,1.7270808219909668
76,-722.6777076800741,2.2116165161132812
77,-258.7711684465115,2.0645205974578857
78,-262.60465925255403,1.7262585163116455
79,-281.9319219004265,2.4105608463287354
80,-679.7163070152792,2.127551794052124
81,-272.1324859561329,2.1736841201782227
82,-879.2839023698752,1.9541144371032715
83,-488.48680494549467,1.777890682220459
84,-810.4095976620333,1.959768533706665
85,-1189.3858079299264,3.459672212600708
86,-269.606685082559,2.294113874435425
87,-884.0460693684661,2.651198387145996
88,-799.7483156833941,2.1379902362823486
89,-165.96446040133065,1.9709289073944092
90,-328.66156973219086,1.7816805839538574
91,-1029.4157625196508,3.142836093902588
92,-457.68514862759366,2.4681966304779053
93,-383.65737113564796,2.47519850730896
