ep,ep_reward,time
1,-832.2102312271386,7.43475604057312
2,-748.729844706316,2.193143367767334
3,-507.697896064057,2.191208600997925
4,-86.56804857366214,2.511842966079712
5,-249.73504779262035,2.351327419281006
6,-165.23506341049907,2.5360238552093506
7,-14.350310286484602,1.2509136199951172
8,-549.3451749829692,2.032294273376465
9,-79.32684939459088,2.1962504386901855
10,-861.0791514530272,2.3437061309814453
11,-900.4560144585785,2.656704902648926
12,-204.97711855924572,2.9282307624816895
13,-474.3490855719119,2.106952428817749
14,-167.56319039263127,1.925671100616455
15,-252.76611346499615,2.1054604053497314
16,-48.46320657190819,1.9381918907165527
17,-195.8815388446895,2.1133036613464355
18,-814.9602050134204,2.4522058963775635
19,-65.76169783640766,2.1097161769866943
20,-477.47760998861236,2.4356112480163574
21,-49.67025851319081,2.1172611713409424
22,-366.6278826020271,1.9341320991516113
23,-104.71481341307091,1.9392619132995605
24,-321.93144292934375,2.443103313446045
25,-34.600322470810184,2.4450345039367676
26,-16.081428739632706,1.766145944595337
27,-32.97666981687955,1.9493038654327393
28,-68.61376823297341,2.1146836280822754
29,-284.42196697306616,2.102508783340454
30,-557.2891930311919,2.7811219692230225
31,-65.39665567997592,2.110335111618042
32,-69.5918351780479,2.2809462547302246
33,-356.16924796126887,2.2856509685516357
34,-523.5148990859777,2.282562494277954
35,-205.76542004431934,1.7704782485961914
36,-493.07991321542556,2.1215927600860596
37,-532.8283688404057,1.9419522285461426
38,-149.65765889768088,1.9401965141296387
39,-988.1961102805218,2.450207233428955
40,-114.45537776594297,1.764284610748291
41,-16.564101280759026,1.266327142715454
42,-1869.710751315921,1.9331367015838623
43,-1333.3873798677794,2.2730305194854736
44,-411.84613332894975,1.4309957027435303
45,-433.2011643239454,1.930016040802002
46,-383.90511609780077,1.9276525974273682
47,-101.85953099661847,1.7645468711853027
48,-92.3577249051593,1.7704331874847412
49,-8.712572738657352,1.2646403312683105
50,-731.252241255205,1.9359197616577148
51,-203.12520859123723,2.442115545272827
52,-14.464917085533992,1.266693353652954
53,-386.64829661598714,1.769853115081787
54,-5.415252316100819,1.2641382217407227
55,-311.6717810239783,2.2617263793945312
56,-443.8391375487916,2.4480643272399902
