ep,ep_reward,time
1,-112270.1719833575,8.075041055679321
2,-14045.35883035529,1.8100504875183105
3,-20509.142896692312,2.2212913036346436
4,-17258.13854858427,2.020787477493286
5,-19791.598985390712,2.1265344619750977
6,-16846.74612760987,1.9228785037994385
7,-10585.354014968107,2.224585771560669
8,-12688.282191658436,1.7019679546356201
9,-13225.570581982349,2.49837589263916
10,-11692.975798142375,2.1905553340911865
11,-26364.732542175923,1.6911442279815674
12,-19361.056965003903,1.7904903888702393
13,-32087.59983828572,1.793431043624878
14,-16075.244796393048,1.7878985404968262
15,-19997.030887271714,1.688781976699829
16,-25246.726318649333,2.7909045219421387
17,-19164.978815703347,1.79244065284729
18,-11190.54937111972,1.896266222000122
19,-12680.283276795828,2.1965668201446533
20,-19872.532517962478,2.291032075881958
21,-18923.864386554433,1.8902757167816162
22,-17613.248244208622,1.9987666606903076
23,-8454.76562858051,1.6902875900268555
24,-15967.3001755318,1.894256353378296
25,-20273.924630832633,1.9891631603240967
26,-24324.93487366013,1.889862298965454
27,-16136.157662566275,2.389092445373535
28,-28953.322388265377,1.7967503070831299
29,-16275.25230845182,1.793562889099121
30,-12300.441213783644,1.894266128540039
31,-9775.80360105616,1.7930870056152344
32,-16977.351347069012,2.1912519931793213
33,-15429.558282886244,1.7905206680297852
34,-9487.482855704475,1.8881843090057373
35,-18650.504833157054,1.992994785308838
36,-16103.79811961669,2.090958833694458
37,-34038.41607173373,1.8912913799285889
