ep,ep_reward,time
1,-17735.04135413951,7.553246021270752
2,-12922.944162577856,1.9234869480133057
3,-11320.56458847718,1.6113829612731934
4,-7787.813916775525,1.7160711288452148
5,-13504.751902325648,2.441917896270752
6,-9752.49498122079,2.0266833305358887
7,-7059.471216589957,1.9233601093292236
8,-9167.210874787645,1.9272422790527344
9,-9828.409200181195,2.5035948753356934
10,-14721.329694453572,1.990095615386963
11,-14298.656950151762,1.9937331676483154
12,-6232.1942695658745,2.289668321609497
13,-7879.728141724045,2.394132375717163
14,-4703.99181973783,2.0015318393707275
15,-9301.916424170893,2.2911782264709473
16,-5384.597672450211,2.391906261444092
17,-3653.924242817072,1.5927093029022217
18,-8839.590967995211,2.4921703338623047
19,-7931.065733598594,2.3931050300598145
